session_id,condition_id,participant_id,seq,msg_type,t_q_send_local_ms,t_q_send_ref_ms,lx,ly,az,action_id
S01,C1,P01,384,cmd,1776951596207,1776951596041.992,0.076,0.0,0.238,0
S01,C1,P01,385,cmd,1776951596263,1776951596097.976,0.063,0.0,0.242,0
S01,C1,P01,386,cmd,1776951596318,1776951596152.974,0.055,0.0,0.244,0
S01,C1,P01,387,cmd,1776951596375,1776951596210.076,0.05,0.0,0.245,0
S01,C1,P01,388,cmd,1776951596429,1776951596264.001,0.046,0.0,0.246,0
S01,C1,P01,389,cmd,1776951596485,1776951596319.991,0.044,0.0,0.246,0
S01,C1,P01,390,cmd,1776951596541,1776951596375.93,0.042,0.0,0.246,0
S01,C1,P01,391,cmd,1776951596597,1776951596432.025,0.039,0.0,0.247,0
S01,C1,P01,392,cmd,1776951596652,1776951596487.077,0.037,0.0,0.247,0
S01,C1,P01,393,cmd,1776951596707,1776951596541.946,0.035,0.0,0.248,0
S01,C1,P01,394,cmd,1776951596763,1776951596597.957,0.033,0.0,0.248,0
S01,C1,P01,395,cmd,1776951596819,1776951596654.076,0.031,0.0,0.248,0
S01,C1,P01,396,cmd,1776951596874,1776951596709.079,0.029,0.0,0.248,0
S01,C1,P01,397,cmd,1776951596929,1776951596764.04,0.026,0.0,0.249,0
S01,C1,P01,398,cmd,1776951596985,1776951596820.078,0.024,0.0,0.249,0
S01,C1,P01,399,cmd,1776951597041,1776951596876.039,0.022,0.0,0.249,0
S01,C1,P01,400,cmd,1776951597097,1776951596931.972,0.0,0.0,0.249,0
S01,C1,P01,401,cmd,1776951597152,1776951596986.949,0.0,0.0,0.249,0
S01,C1,P01,402,cmd,1776951597207,1776951597042.007,0.0,0.0,0.25,0
S01,C1,P01,403,cmd,1776951597263,1776951597097.989,0.0,0.0,0.25,0
S01,C1,P01,404,cmd,1776951597318,1776951597152.989,0.0,0.0,0.25,0
S01,C1,P01,405,cmd,1776951597374,1776951597208.968,0.0,0.0,0.25,0
S01,C1,P01,406,cmd,1776951597430,1776951597265.068,0.0,0.0,0.25,0
S01,C1,P01,407,cmd,1776951597485,1776951597320.03,0.0,0.0,0.25,0
S01,C1,P01,408,cmd,1776951597541,1776951597375.929,0.0,0.0,0.25,0
S01,C1,P01,409,cmd,1776951597597,1776951597432.005,0.0,0.0,0.25,0
S01,C1,P01,410,cmd,1776951597652,1776951597486.993,0.0,0.0,0.25,0
S01,C1,P01,411,cmd,1776951597707,1776951597542.036,0.0,0.0,0.25,0
S01,C1,P01,412,cmd,1776951597763,1776951597598.056,0.0,0.0,0.25,0
S01,C1,P01,413,cmd,1776951597818,1776951597653.007,0.0,0.0,0.25,0
S01,C1,P01,414,cmd,1776951597874,1776951597708.922,0.0,0.0,0.25,0
S01,C1,P01,415,cmd,1776951597929,1776951597763.99,0.0,0.0,0.25,0
S01,C1,P01,416,cmd,1776951597985,1776951597820.015,0.0,0.0,0.25,0
S01,C1,P01,417,cmd,1776951598041,1776951597876.04,0.0,0.0,0.25,0
S01,C1,P01,419,cmd,1776951598097,1776951597932.01,0.0,0.0,0.25,0
S01,C1,P01,420,cmd,1776951598152,1776951597987.075,0.0,0.0,0.25,0
S01,C1,P01,421,cmd,1776951598207,1776951598041.94,0.0,0.0,0.249,0
S01,C1,P01,422,cmd,1776951598263,1776951598098.075,0.0,0.0,0.249,0
S01,C1,P01,423,cmd,1776951598319,1776951598153.982,0.0,0.0,0.249,0
S01,C1,P01,424,cmd,1776951598374,1776951598208.938,0.0,0.0,0.249,0
S01,C1,P01,425,cmd,1776951598429,1776951598264.052,0.0,0.0,0.249,0
S01,C1,P01,426,cmd,1776951598485,1776951598320.06,-0.021,0.0,0.249,0
S01,C1,P01,427,cmd,1776951598541,1776951598376.061,-0.022,0.0,0.249,0
S01,C1,P01,428,cmd,1776951598597,1776951598432.044,-0.023,0.0,0.249,0
S01,C1,P01,429,cmd,1776951598652,1776951598487.024,-0.024,0.0,0.249,0
S01,C1,P01,430,cmd,1776951598707,1776951598542.014,-0.025,0.0,0.249,0
S01,C1,P01,431,cmd,1776951598763,1776951598597.986,-0.025,0.0,0.249,0
S01,C1,P01,432,cmd,1776951598819,1776951598653.934,-0.026,0.0,0.249,0
S01,C1,P01,433,cmd,1776951598874,1776951598709.018,-0.026,0.0,0.249,0
S01,C1,P01,434,cmd,1776951598929,1776951598764.078,-0.026,0.0,0.249,0
S01,C1,P01,435,cmd,1776951598985,1776951598819.932,-0.027,0.0,0.249,0
S01,C1,P01,436,cmd,1776951599041,1776951598876.068,-0.027,0.0,0.249,0
S01,C1,P01,437,cmd,1776951599097,1776951598931.965,-0.027,0.0,0.249,0
S01,C1,P01,438,cmd,1776951599152,1776951598987.006,-0.027,0.0,0.249,0
S01,C1,P01,439,cmd,1776951599208,1776951599042.984,-0.027,0.0,0.249,0
S01,C1,P01,440,cmd,1776951599263,1776951599098.057,-0.027,0.0,0.248,0
S01,C1,P01,441,cmd,1776951599319,1776951599153.986,-0.028,0.0,0.248,0
S01,C1,P01,442,cmd,1776951599375,1776951599209.994,-0.028,0.0,0.248,0
S01,C1,P01,443,cmd,1776951599430,1776951599264.972,-0.028,0.0,0.248,0
S01,C1,P01,444,cmd,1776951599485,1776951599319.969,-0.028,0.0,0.248,0
S01,C1,P01,445,cmd,1776951599541,1776951599375.967,-0.028,0.0,0.248,0
S01,C1,P01,446,cmd,1776951599597,1776951599432.022,-0.028,0.0,0.248,0
S01,C1,P01,447,cmd,1776951599652,1776951599487.035,-0.028,0.0,0.248,0
S01,C1,P01,448,cmd,1776951599708,1776951599543.05,-0.029,0.0,0.248,0
S01,C1,P01,449,cmd,1776951599763,1776951599597.982,-0.03,0.0,0.248,0
S01,C1,P01,450,cmd,1776951599819,1776951599654.078,-0.03,0.0,0.248,0
S01,C1,P01,451,cmd,1776951599874,1776951599708.993,-0.029,0.0,0.248,0
S01,C1,P01,452,cmd,1776951599930,1776951599764.94,0.032,0.0,0.248,0
S01,C1,P01,453,cmd,1776951599985,1776951599819.948,0.092,0.0,0.233,0
S01,C1,P01,454,cmd,1776951600041,1776951599875.937,0.108,0.0,0.225,0
S01,C1,P01,456,cmd,1776951600098,1776951599932.961,0.111,0.0,0.224,0
S01,C1,P01,457,cmd,1776951600152,1776951599986.018,0.113,0.0,0.223,0
S01,C1,P01,458,cmd,1776951600208,1776951600041.93,0.113,0.0,0.223,0
S01,C1,P01,459,cmd,1776951600263,1776951600097.011,0.112,0.0,0.223,0
S01,C1,P01,460,cmd,1776951600319,1776951600153.0,0.111,0.0,0.224,0
S01,C1,P01,461,cmd,1776951600375,1776951600209.044,0.109,0.0,0.225,0
S01,C1,P01,462,cmd,1776951600429,1776951600262.939,0.107,0.0,0.226,0
S01,C1,P01,463,cmd,1776951600485,1776951600319.072,0.105,0.0,0.227,0
S01,C1,P01,464,cmd,1776951600541,1776951600375.042,0.101,0.0,0.229,0
S01,C1,P01,465,cmd,1776951600597,1776951600430.986,0.096,0.0,0.231,0
S01,C1,P01,466,cmd,1776951600653,1776951600487.042,0.087,0.0,0.234,0
S01,C1,P01,467,cmd,1776951600708,1776951600542.027,0.078,0.0,0.237,0
S01,C1,P01,468,cmd,1776951600763,1776951600597.031,0.07,0.0,0.24,0
S01,C1,P01,469,cmd,1776951600819,1776951600653.032,0.064,0.0,0.242,0
S01,C1,P01,470,cmd,1776951600875,1776951600709.054,0.058,0.0,0.243,0
S01,C1,P01,471,cmd,1776951600929,1776951600763.002,0.053,0.0,0.244,0
S01,C1,P01,472,cmd,1776951600985,1776951600819.027,0.048,0.0,0.245,0
S01,C1,P01,473,cmd,1776951601041,1776951600875.05,0.045,0.0,0.246,0
S01,C1,P01,474,cmd,1776951601097,1776951600931.047,0.042,0.0,0.246,0
S01,C1,P01,475,cmd,1776951601152,1776951600986.076,0.04,0.0,0.247,0
S01,C1,P01,476,cmd,1776951601207,1776951601040.978,0.038,0.0,0.247,0
S01,C1,P01,477,cmd,1776951601263,1776951601097.047,0.036,0.0,0.247,0
S01,C1,P01,478,cmd,1776951601319,1776951601153.063,0.035,0.0,0.248,0
S01,C1,P01,479,cmd,1776951601374,1776951601207.92,0.034,0.0,0.248,0
S01,C1,P01,480,cmd,1776951601429,1776951601263.044,0.033,0.0,0.248,0
S01,C1,P01,481,cmd,1776951601485,1776951601318.956,0.033,0.0,0.248,0
S01,C1,P01,482,cmd,1776951601541,1776951601374.953,0.033,0.0,0.248,0
S01,C1,P01,483,cmd,1776951601597,1776951601430.978,0.032,0.0,0.248,0
S01,C1,P01,484,cmd,1776951601652,1776951601485.968,0.032,0.0,0.248,0
S01,C1,P01,485,cmd,1776951601708,1776951601542.01,0.031,0.0,0.248,0
S01,C1,P01,486,cmd,1776951601763,1776951601597.047,0.031,0.0,0.248,0
S01,C1,P01,487,cmd,1776951601819,1776951601653.022,0.03,0.0,0.248,0
S01,C1,P01,488,cmd,1776951601875,1776951601709.077,0.03,0.0,0.248,0
S01,C1,P01,489,cmd,1776951601930,1776951601764.028,0.03,0.0,0.248,0
S01,C1,P01,490,cmd,1776951601985,1776951601818.946,0.03,0.0,0.248,0
S01,C1,P01,491,cmd,1776951602041,1776951601875.004,0.03,0.0,0.248,0
S01,C1,P01,493,cmd,1776951602098,1776951601932.0,0.029,0.0,0.248,0
S01,C1,P01,494,cmd,1776951602152,1776951601984.961,0.029,0.0,0.248,0
S01,C1,P01,495,cmd,1776951602207,1776951602040.052,0.029,0.0,0.248,0
S01,C1,P01,496,cmd,1776951602263,1776951602095.946,0.029,0.0,0.248,0
S01,C1,P01,497,cmd,1776951602319,1776951602151.961,0.029,0.0,0.248,0
S01,C1,P01,498,cmd,1776951602375,1776951602208.024,0.029,0.0,0.248,0
S01,C1,P01,499,cmd,1776951602429,1776951602262.045,0.029,0.0,0.248,0
S01,C1,P01,500,cmd,1776951602485,1776951602317.956,0.029,0.0,0.248,0
S01,C1,P01,501,cmd,1776951602541,1776951602374.008,0.029,0.0,0.248,0
S01,C1,P01,502,cmd,1776951602596,1776951602428.953,0.029,0.0,0.248,0
S01,C1,P01,503,cmd,1776951602652,1776951602484.988,0.028,0.0,0.248,0
S01,C1,P01,504,cmd,1776951602708,1776951602540.931,0.028,0.0,0.248,0
S01,C1,P01,505,cmd,1776951602763,1776951602596.031,0.028,0.0,0.248,0
S01,C1,P01,506,cmd,1776951602819,1776951602652.019,0.027,0.0,0.248,0
S01,C1,P01,507,cmd,1776951602875,1776951602707.977,0.027,0.0,0.249,0
S01,C1,P01,508,cmd,1776951602930,1776951602763.076,0.026,0.0,0.249,0
S01,C1,P01,509,cmd,1776951602985,1776951602818.064,0.025,0.0,0.249,0
S01,C1,P01,510,cmd,1776951603041,1776951602874.018,0.025,0.0,0.249,0
S01,C1,P01,511,cmd,1776951603097,1776951602930.046,0.024,0.0,0.249,0
S01,C1,P01,512,cmd,1776951603152,1776951602985.044,0.023,0.0,0.249,0
S01,C1,P01,513,cmd,1776951603208,1776951603040.976,0.022,0.0,0.249,0
S01,C1,P01,514,cmd,1776951603263,1776951603096.068,0.021,0.0,0.249,0
S01,C1,P01,515,cmd,1776951603318,1776951603151.017,0.021,0.0,0.249,0
S01,C1,P01,516,cmd,1776951603375,1776951603208.016,0.021,0.0,0.249,0
S01,C1,P01,517,cmd,1776951603430,1776951603263.038,0.022,0.0,0.249,0
S01,C1,P01,518,cmd,1776951603485,1776951603318.03,0.023,0.0,0.249,0
S01,C1,P01,519,cmd,1776951603541,1776951603373.951,0.023,0.0,0.249,0
S01,C1,P01,520,cmd,1776951603596,1776951603428.931,0.024,0.0,0.249,0
S01,C1,P01,521,cmd,1776951603652,1776951603485.074,0.024,0.0,0.249,0
S01,C1,P01,522,cmd,1776951603707,1776951603540.047,0.025,0.0,0.249,0
S01,C1,P01,523,cmd,1776951603763,1776951603595.942,0.025,0.0,0.249,0
S01,C1,P01,524,cmd,1776951603819,1776951603651.997,0.026,0.0,0.249,0
S01,C1,P01,525,cmd,1776951603874,1776951603707.065,0.026,0.0,0.249,0
S01,C1,P01,526,cmd,1776951603930,1776951603763.037,0.027,0.0,0.249,0
S01,C1,P01,527,cmd,1776951603985,1776951603817.986,0.027,0.0,0.249,0
S01,C1,P01,528,cmd,1776951604041,1776951603874.01,0.027,0.0,0.249,0
S01,C1,P01,529,cmd,1776951604097,1776951603930.066,0.028,0.0,0.248,0
S01,C1,P01,531,cmd,1776951604152,1776951603984.928,0.028,0.0,0.248,0
S01,C1,P01,532,cmd,1776951604207,1776951604039.983,0.028,0.0,0.248,0
S01,C1,P01,533,cmd,1776951604263,1776951604095.947,0.029,0.0,0.248,0
S01,C1,P01,534,cmd,1776951604319,1776951604152.07,0.029,0.0,0.248,0
S01,C1,P01,535,cmd,1776951604375,1776951604208.062,0.029,0.0,0.248,0
S01,C1,P01,536,cmd,1776951604429,1776951604262.043,0.03,0.0,0.248,0
S01,C1,P01,537,cmd,1776951604485,1776951604317.969,0.03,0.0,0.248,0
S01,C1,P01,538,cmd,1776951604541,1776951604374.037,0.03,0.0,0.248,0
S01,C1,P01,539,cmd,1776951604597,1776951604430.078,0.031,0.0,0.248,0
S01,C1,P01,540,cmd,1776951604652,1776951604485.001,0.031,0.0,0.248,0
S01,C1,P01,541,cmd,1776951604707,1776951604539.948,0.031,0.0,0.248,0
S01,C1,P01,542,cmd,1776951604763,1776951604596.007,0.031,0.0,0.248,0
S01,C1,P01,543,cmd,1776951604819,1776951604652.046,0.031,0.0,0.248,0
S01,C1,P01,544,cmd,1776951604874,1776951604707.006,0.031,0.0,0.248,0
S01,C1,P01,545,cmd,1776951604930,1776951604762.958,0.031,0.0,0.248,0
S01,C1,P01,546,cmd,1776951604985,1776951604818.044,0.031,0.0,0.248,0
S01,C1,P01,547,cmd,1776951605041,1776951604873.994,0.03,0.0,0.248,0
S01,C1,P01,548,cmd,1776951605096,1776951604929.035,0.03,0.0,0.248,0
S01,C1,P01,549,cmd,1776951605152,1776951604985.008,0.03,0.0,0.248,0
S01,C1,P01,550,cmd,1776951605207,1776951605040.032,0.03,0.0,0.248,0
S01,C1,P01,551,cmd,1776951605263,1776951605096.018,0.03,0.0,0.248,0
S01,C1,P01,552,cmd,1776951605318,1776951605151.008,0.03,0.0,0.248,0
S01,C1,P01,553,cmd,1776951605375,1776951605208.064,0.03,0.0,0.248,0
S01,C1,P01,554,cmd,1776951605429,1776951605261.936,0.035,0.0,0.248,0
S01,C1,P01,555,cmd,1776951605485,1776951605318.06,0.038,0.0,0.247,0
S01,C1,P01,556,cmd,1776951605541,1776951605373.954,0.039,0.0,0.247,0
S01,C1,P01,557,cmd,1776951605596,1776951605429.011,0.04,0.0,0.247,0
S01,C1,P01,558,cmd,1776951605652,1776951605485.046,0.041,0.0,0.247,0
S01,C1,P01,559,cmd,1776951605707,1776951605539.953,0.042,0.0,0.246,0
S01,C1,P01,560,cmd,1776951605763,1776951605596.04,0.042,0.0,0.246,0
S01,C1,P01,561,cmd,1776951605819,1776951605652.051,0.043,0.0,0.246,0
S01,C1,P01,562,cmd,1776951605874,1776951605706.933,0.043,0.0,0.246,0
S01,C1,P01,563,cmd,1776951605929,1776951605762.05,0.043,0.0,0.246,0
S01,C1,P01,564,cmd,1776951605985,1776951605818.021,0.043,0.0,0.246,0
S01,C1,P01,565,cmd,1776951606041,1776951605873.935,0.043,0.0,0.246,0
S01,C1,P01,566,cmd,1776951606096,1776951605928.998,0.043,0.0,0.246,0
S01,C1,P01,568,cmd,1776951606152,1776951605984.986,0.043,0.0,0.246,0
S01,C1,P01,569,cmd,1776951606207,1776951606040.068,0.043,0.0,0.246,0
S01,C1,P01,570,cmd,1776951606263,1776951606096.031,0.044,0.0,0.246,0
S01,C1,P01,571,cmd,1776951606318,1776951606151.01,0.044,0.0,0.246,0
S01,C1,P01,572,cmd,1776951606375,1776951606208.077,0.044,0.0,0.246,0
S01,C1,P01,573,cmd,1776951606429,1776951606262.0,0.044,0.0,0.246,0
S01,C1,P01,574,cmd,1776951606485,1776951606318.08,0.044,0.0,0.246,0
S01,C1,P01,575,cmd,1776951606541,1776951606373.95,0.045,0.0,0.246,0
S01,C1,P01,576,cmd,1776951606596,1776951606429.03,0.045,0.0,0.246,0
S01,C1,P01,577,cmd,1776951606652,1776951606485.051,0.046,0.0,0.246,0
S01,C1,P01,578,cmd,1776951606708,1776951606540.936,0.047,0.0,0.246,0
S01,C1,P01,579,cmd,1776951606763,1776951606595.953,0.047,0.0,0.245,0
S01,C1,P01,580,cmd,1776951606819,1776951606651.978,0.05,0.0,0.245,0
S01,C1,P01,581,cmd,1776951606874,1776951606706.998,0.068,0.0,0.241,0
S01,C1,P01,582,cmd,1776951606930,1776951606762.948,0.158,0.0,0.194,0
S01,C1,P01,583,cmd,1776951606986,1776951606819.071,0.209,0.0,0.137,0
S01,C1,P01,584,cmd,1776951607042,1776951606875.001,0.23,0.0,0.098,0
S01,C1,P01,585,cmd,1776951607097,1776951606930.041,0.239,0.0,0.072,0
S01,C1,P01,586,cmd,1776951607152,1776951606985.051,0.245,0.0,0.052,0
S01,C1,P01,587,cmd,1776951607207,1776951607039.991,0.248,0.0,0.028,0
S01,C1,P01,588,cmd,1776951607264,1776951607097.014,0.25,0.0,0.0,0
S01,C1,P01,589,cmd,1776951607319,1776951607152.01,0.243,0.0,-0.06,0
S01,C1,P01,590,cmd,1776951607375,1776951607208.041,0.223,0.0,-0.113,0
S01,C1,P01,591,cmd,1776951607430,1776951607263.026,0.21,0.0,-0.136,0
S01,C1,P01,592,cmd,1776951607485,1776951607317.952,0.2,0.0,-0.149,0
S01,C1,P01,593,cmd,1776951607541,1776951607374.07,0.193,0.0,-0.159,0
S01,C1,P01,594,cmd,1776951607596,1776951607429.005,0.187,0.0,-0.166,0
S01,C1,P01,595,cmd,1776951607652,1776951607484.956,0.184,0.0,-0.17,0
S01,C1,P01,596,cmd,1776951607707,1776951607540.057,0.18,0.0,-0.173,0
S01,C1,P01,597,cmd,1776951607764,1776951607597.07,0.175,0.0,-0.178,0
S01,C1,P01,598,cmd,1776951607819,1776951607652.031,0.17,0.0,-0.183,0
S01,C1,P01,599,cmd,1776951607875,1776951607708.075,0.166,0.0,-0.187,0
S01,C1,P01,600,cmd,1776951607929,1776951607762.064,0.163,0.0,-0.19,0
S01,C1,P01,601,cmd,1776951607985,1776951607818.01,0.16,0.0,-0.192,0
S01,C1,P01,602,cmd,1776951608041,1776951607873.944,0.158,0.0,-0.194,0
S01,C1,P01,603,cmd,1776951608097,1776951607930.004,0.157,0.0,-0.195,0
S01,C1,P01,605,cmd,1776951608154,1776951607986.927,0.156,0.0,-0.196,0
S01,C1,P01,606,cmd,1776951608208,1776951608041.048,0.155,0.0,-0.196,0
S01,C1,P01,607,cmd,1776951608263,1776951608095.994,0.155,0.0,-0.196,0
S01,C1,P01,608,cmd,1776951608319,1776951608152.002,0.155,0.0,-0.196,0
S01,C1,P01,609,cmd,1776951608375,1776951608207.922,0.155,0.0,-0.196,0
S01,C1,P01,610,cmd,1776951608430,1776951608263.047,0.156,0.0,-0.195,0
S01,C1,P01,611,cmd,1776951608485,1776951608318.048,0.157,0.0,-0.195,0
S01,C1,P01,612,cmd,1776951608541,1776951608374.026,0.0,0.0,0.0,0
S01,C1,P01,619,cmd,1776951620208,1776951620043.95,-0.13,0.0,-0.021,0
S01,C1,P01,620,cmd,1776951620263,1776951620098.949,-0.13,0.0,-0.021,0
S01,C1,P01,621,cmd,1776951620319,1776951620154.971,-0.13,0.0,-0.021,0
S01,C1,P01,622,cmd,1776951620375,1776951620222.982,-0.245,0.0,0.051,0
S01,C1,P01,623,cmd,1776951620430,1776951620277.928,-0.246,0.0,0.046,0
S01,C1,P01,624,cmd,1776951620486,1776951620334.022,-0.247,0.0,0.039,0
S01,C1,P01,625,cmd,1776951620541,1776951620389.02,-0.247,0.0,0.039,0
S01,C1,P01,626,cmd,1776951620596,1776951620444.03,-0.247,0.0,0.039,0
S01,C1,P01,627,cmd,1776951620652,1776951620500.041,-0.247,0.0,0.041,0
S01,C1,P01,628,cmd,1776951620708,1776951620555.926,-0.246,0.0,0.043,0
S01,C1,P01,629,cmd,1776951620763,1776951620610.993,-0.246,0.0,0.045,0
S01,C1,P01,630,cmd,1776951620819,1776951620666.975,-0.246,0.0,0.047,0
S01,C1,P01,631,cmd,1776951620875,1776951620723.064,-0.245,0.0,0.048,0
S01,C1,P01,632,cmd,1776951620930,1776951620777.93,-0.245,0.0,0.05,0
S01,C1,P01,633,cmd,1776951620985,1776951620832.96,-0.245,0.0,0.052,0
S01,C1,P01,634,cmd,1776951621041,1776951620888.971,-0.244,0.0,0.053,0
S01,C1,P01,635,cmd,1776951621096,1776951620943.928,-0.244,0.0,0.054,0
S01,C1,P01,636,cmd,1776951621152,1776951621000.026,-0.244,0.0,0.056,0
S01,C1,P01,637,cmd,1776951621207,1776951621054.94,-0.243,0.0,0.057,0
S01,C1,P01,638,cmd,1776951621263,1776951621111.07,-0.243,0.0,0.058,0
S01,C1,P01,639,cmd,1776951621319,1776951621166.998,-0.243,0.0,0.06,0
S01,C1,P01,640,cmd,1776951621374,1776951621222.001,-0.243,0.0,0.06,0
S01,C1,P01,641,cmd,1776951621430,1776951621278.05,-0.242,0.0,0.061,0
S01,C1,P01,642,cmd,1776951621485,1776951621333.053,-0.242,0.0,0.062,0
S01,C1,P01,643,cmd,1776951621541,1776951621388.932,-0.242,0.0,0.062,0
S01,C1,P01,644,cmd,1776951621596,1776951621443.951,-0.242,0.0,0.063,0
S01,C1,P01,645,cmd,1776951621652,1776951621499.987,-0.242,0.0,0.063,0
S01,C1,P01,646,cmd,1776951621708,1776951621556.006,-0.242,0.0,0.063,0
S01,C1,P01,647,cmd,1776951621764,1776951621611.996,-0.239,0.0,0.072,0
S01,C1,P01,648,cmd,1776951621819,1776951621667.02,-0.11,0.0,0.224,0
S01,C1,P01,649,cmd,1776951621875,1776951621722.971,0.115,0.0,0.222,0
S01,C1,P01,650,cmd,1776951621931,1776951621778.988,0.225,0.0,0.11,0
S01,C1,P01,651,cmd,1776951621986,1776951621833.999,0.25,0.0,0.0,0
S01,C1,P01,652,cmd,1776951622041,1776951621888.931,0.233,0.0,-0.09,0
S01,C1,P01,653,cmd,1776951622097,1776951621945.052,0.217,0.0,-0.123,0
S01,C1,P01,654,cmd,1776951622152,1776951621999.923,0.21,0.0,-0.135,0
S01,C1,P01,656,cmd,1776951622209,1776951622053.925,0.206,0.0,-0.141,0
S01,C1,P01,657,cmd,1776951622263,1776951622108.014,0.203,0.0,-0.146,0
S01,C1,P01,658,cmd,1776951622318,1776951622163.074,0.2,0.0,-0.149,0
S01,C1,P01,659,cmd,1776951622374,1776951622219.034,0.199,0.0,-0.152,0
S01,C1,P01,660,cmd,1776951622430,1776951622275.024,0.197,0.0,-0.154,0
S01,C1,P01,661,cmd,1776951622485,1776951622329.985,0.196,0.0,-0.155,0
S01,C1,P01,662,cmd,1776951622541,1776951622385.943,0.195,0.0,-0.156,0
S01,C1,P01,663,cmd,1776951622597,1776951622441.996,0.195,0.0,-0.157,0
S01,C1,P01,664,cmd,1776951622652,1776951622496.947,0.194,0.0,-0.158,0
S01,C1,P01,665,cmd,1776951622708,1776951622552.964,0.194,0.0,-0.158,0
S01,C1,P01,666,cmd,1776951622763,1776951622607.994,0.192,0.0,-0.16,0
S01,C1,P01,667,cmd,1776951622819,1776951622663.979,0.19,0.0,-0.163,0
S01,C1,P01,668,cmd,1776951622875,1776951622720.008,0.187,0.0,-0.166,0
S01,C1,P01,669,cmd,1776951622930,1776951622775.057,0.183,0.0,-0.171,0
S01,C1,P01,670,cmd,1776951622985,1776951622830.06,0.18,0.0,-0.174,0
S01,C1,P01,671,cmd,1776951623042,1776951622886.943,0.177,0.0,-0.177,0
S01,C1,P01,672,cmd,1776951623097,1776951622941.929,0.175,0.0,-0.179,0
S01,C1,P01,673,cmd,1776951623152,1776951622997.07,0.172,0.0,-0.182,0
S01,C1,P01,674,cmd,1776951623208,1776951623052.963,0.165,0.0,-0.188,0
S01,C1,P01,675,cmd,1776951623264,1776951623109.065,0.137,0.0,-0.209,0
S01,C1,P01,676,cmd,1776951623319,1776951623163.938,0.086,0.0,-0.235,0
S01,C1,P01,677,cmd,1776951623375,1776951623219.925,0.06,0.0,-0.243,0
S01,C1,P01,678,cmd,1776951623429,1776951623273.951,0.046,0.0,-0.246,0
S01,C1,P01,679,cmd,1776951623486,1776951623331.039,0.038,0.0,-0.247,0
S01,C1,P01,680,cmd,1776951623541,1776951623386.035,0.034,0.0,-0.248,0
S01,C1,P01,681,cmd,1776951623596,1776951623441.021,0.032,0.0,-0.248,0
S01,C1,P01,682,cmd,1776951623652,1776951623496.946,0.031,0.0,-0.248,0
S01,C1,P01,683,cmd,1776951623708,1776951623552.922,0.03,0.0,-0.248,0
S01,C1,P01,684,cmd,1776951623763,1776951623607.978,0.03,0.0,-0.248,0
S01,C1,P01,685,cmd,1776951623819,1776951623663.95,0.031,0.0,-0.248,0
S01,C1,P01,686,cmd,1776951623875,1776951623719.943,0.033,0.0,-0.248,0
S01,C1,P01,687,cmd,1776951623930,1776951623774.924,0.034,0.0,-0.248,0
S01,C1,P01,688,cmd,1776951623985,1776951623830.075,0.035,0.0,-0.248,0
S01,C1,P01,689,cmd,1776951624041,1776951623885.954,0.035,0.0,-0.247,0
S01,C1,P01,690,cmd,1776951624097,1776951623941.922,0.036,0.0,-0.247,0
S01,C1,P01,691,cmd,1776951624152,1776951623997.049,0.037,0.0,-0.247,0
S01,C1,P01,693,cmd,1776951624209,1776951624049.926,0.038,0.0,-0.247,0
S01,C1,P01,694,cmd,1776951624263,1776951624103.979,0.039,0.0,-0.247,0
S01,C1,P01,695,cmd,1776951624318,1776951624158.967,0.04,0.0,-0.247,0
S01,C1,P01,696,cmd,1776951624374,1776951624214.933,0.041,0.0,-0.247,0
S01,C1,P01,697,cmd,1776951624429,1776951624270.042,0.041,0.0,-0.247,0
S01,C1,P01,698,cmd,1776951624485,1776951624326.024,0.042,0.0,-0.246,0
S01,C1,P01,699,cmd,1776951624541,1776951624381.985,0.042,0.0,-0.246,0
S01,C1,P01,700,cmd,1776951624596,1776951624437.073,0.042,0.0,-0.246,0
S01,C1,P01,701,cmd,1776951624652,1776951624493.04,0.042,0.0,-0.246,0
S01,C1,P01,702,cmd,1776951624707,1776951624547.936,0.043,0.0,-0.246,0
S01,C1,P01,703,cmd,1776951624763,1776951624603.946,0.043,0.0,-0.246,0
S01,C1,P01,704,cmd,1776951624818,1776951624658.967,0.043,0.0,-0.246,0
S01,C1,P01,705,cmd,1776951624874,1776951624715.02,0.044,0.0,-0.246,0
S01,C1,P01,706,cmd,1776951624929,1776951624769.996,0.044,0.0,-0.246,0
S01,C1,P01,707,cmd,1776951624985,1776951624825.922,0.044,0.0,-0.246,0
S01,C1,P01,708,cmd,1776951625041,1776951624881.931,0.045,0.0,-0.246,0
S01,C1,P01,709,cmd,1776951625097,1776951624938.014,0.045,0.0,-0.246,0
S01,C1,P01,710,cmd,1776951625152,1776951624992.924,0.045,0.0,-0.246,0
S01,C1,P01,711,cmd,1776951625208,1776951625049.053,0.046,0.0,-0.246,0
S01,C1,P01,712,cmd,1776951625263,1776951625103.952,0.046,0.0,-0.246,0
S01,C1,P01,713,cmd,1776951625318,1776951625158.992,0.047,0.0,-0.246,0
S01,C1,P01,714,cmd,1776951625374,1776951625215.059,0.047,0.0,-0.246,0
S01,C1,P01,715,cmd,1776951625430,1776951625271.043,0.047,0.0,-0.245,0
S01,C1,P01,716,cmd,1776951625485,1776951625326.01,0.048,0.0,-0.245,0
S01,C1,P01,717,cmd,1776951625541,1776951625381.998,0.048,0.0,-0.245,0
