session_id,condition_id,participant_id,seq,original_type,t_q_send_ref_ms,t_b_recv_ms,t_b_pub_ms,t_r_recv_ms
S01,C1,P01,608,cmd,1776951608152.002,1776951608154.038,1776951608155.054,1776951608155.622
S01,C1,P01,609,cmd,1776951608207.922,1776951608210.592,1776951608211.472,1776951608211.542
S01,C1,P01,610,cmd,1776951608263.047,1776951608269.71,1776951608271.091,1776951608273.999
S01,C1,P01,611,cmd,1776951608318.048,1776951608325.967,1776951608327.048,1776951608331.752
S01,C1,P01,612,cmd,1776951608374.026,1776951608384.613,1776951608385.648,1776951608393.195
S01,C1,P01,619,cmd,1776951620043.95,1776951620048.742,1776951620050.178,1776951620050.989
S01,C1,P01,620,cmd,1776951620098.949,1776951620100.789,1776951620102.293,1776951620102.569
S01,C1,P01,621,cmd,1776951620154.971,1776951620158.7,1776951620159.728,1776951620161.055
S01,C1,P01,622,cmd,1776951620222.982,1776951620234.71,1776951620235.967,1776951620241.849
S01,C1,P01,623,cmd,1776951620277.928,1776951620283.96,1776951620285.448,1776951620287.246
S01,C1,P01,624,cmd,1776951620334.022,1776951620336.986,1776951620337.866,1776951620337.937
S01,C1,P01,625,cmd,1776951620389.02,1776951620392.662,1776951620394.338,1776951620395.366
S01,C1,P01,626,cmd,1776951620444.03,1776951620455.41,1776951620457.327,1776951620461.705
S01,C1,P01,627,cmd,1776951620500.041,1776951620503.595,1776951620504.854,1776951620506.939
S01,C1,P01,628,cmd,1776951620555.926,1776951620567.234,1776951620568.61,1776951620574.126
S01,C1,P01,629,cmd,1776951620610.993,1776951620612.833,1776951620614.013,1776951620614.613
S01,C1,P01,630,cmd,1776951620666.975,1776951620672.052,1776951620673.08,1776951620676.268
S01,C1,P01,631,cmd,1776951620723.064,1776951620724.904,1776951620726.136,1776951620727.799
S01,C1,P01,632,cmd,1776951620777.93,1776951620779.77,1776951620780.899,1776951620781.962
S01,C1,P01,633,cmd,1776951620832.96,1776951620838.902,1776951620840.019,1776951620843.415
S01,C1,P01,634,cmd,1776951620888.971,1776951620898.86,1776951620900.486,1776951620904.927
S01,C1,P01,635,cmd,1776951620943.928,1776951620949.384,1776951620950.529,1776951620953.0
S01,C1,P01,636,cmd,1776951621000.026,1776951621007.422,1776951621008.851,1776951621011.419
S01,C1,P01,637,cmd,1776951621054.94,1776951621056.992,1776951621058.416,1776951621058.56
S01,C1,P01,638,cmd,1776951621111.07,1776951621113.74,1776951621114.62,1776951621114.69
S01,C1,P01,639,cmd,1776951621166.998,1776951621174.649,1776951621175.499,1776951621179.058
S01,C1,P01,640,cmd,1776951621222.001,1776951621230.446,1776951621231.332,1776951621234.912
S01,C1,P01,641,cmd,1776951621278.05,1776951621284.382,1776951621285.53,1776951621287.489
S01,C1,P01,642,cmd,1776951621333.053,1776951621341.46,1776951621342.608,1776951621345.515
S01,C1,P01,643,cmd,1776951621388.932,1776951621393.585,1776951621395.002,1776951621397.028
S01,C1,P01,644,cmd,1776951621443.951,1776951621445.791,1776951621447.065,1776951621447.571
S01,C1,P01,645,cmd,1776951621499.987,1776951621507.379,1776951621508.512,1776951621511.663
S01,C1,P01,646,cmd,1776951621556.006,1776951621558.676,1776951621559.556,1776951621559.626
S01,C1,P01,647,cmd,1776951621611.996,1776951621615.308,1776951621616.299,1776951621616.384
S01,C1,P01,648,cmd,1776951621667.02,1776951621673.197,1776951621674.091,1776951621676.047
S01,C1,P01,649,cmd,1776951621722.971,1776951621727.964,1776951621728.83,1776951621731.427
S01,C1,P01,650,cmd,1776951621778.988,1776951621784.474,1776951621785.789,1776951621785.919
S01,C1,P01,651,cmd,1776951621833.999,1776951621842.885,1776951621843.96,1776951621847.996
S01,C1,P01,652,cmd,1776951621888.931,1776951621892.95,1776951621894.328,1776951621895.784
S01,C1,P01,653,cmd,1776951621945.052,1776951621959.394,1776951621960.575,1776951621968.232
S01,C1,P01,654,cmd,1776951621999.923,1776951622001.763,1776951622002.845,1776951622004.84
S01,C1,P01,656,cmd,1776951622053.925,1776951622056.866,1776951622057.746,1776951622057.816
S01,C1,P01,657,cmd,1776951622108.014,1776951622110.166,1776951622111.12,1776951622112.125
S01,C1,P01,658,cmd,1776951622163.074,1776951622166.505,1776951622167.851,1776951622169.809
S01,C1,P01,659,cmd,1776951622219.034,1776951622222.116,1776951622222.996,1776951622223.066
S01,C1,P01,660,cmd,1776951622275.024,1776951622282.028,1776951622283.046,1776951622286.528
S01,C1,P01,661,cmd,1776951622329.985,1776951622344.651,1776951622345.802,1776951622352.226
S01,C1,P01,662,cmd,1776951622385.943,1776951622390.782,1776951622391.676,1776951622394.502
S01,C1,P01,663,cmd,1776951622441.996,1776951622444.666,1776951622445.545,1776951622445.616
S01,C1,P01,664,cmd,1776951622496.947,1776951622506.846,1776951622508.179,1776951622511.876
S01,C1,P01,665,cmd,1776951622552.964,1776951622556.74,1776951622558.12,1776951622560.287
S01,C1,P01,666,cmd,1776951622607.994,1776951622615.71,1776951622617.366,1776951622620.875
S01,C1,P01,667,cmd,1776951622663.979,1776951622666.474,1776951622667.508,1776951622667.599
S01,C1,P01,668,cmd,1776951622720.008,1776951622721.848,1776951622722.618,1776951622723.628
S01,C1,P01,669,cmd,1776951622775.057,1776951622776.897,1776951622778.099,1776951622778.677
S01,C1,P01,670,cmd,1776951622830.06,1776951622831.9,1776951622832.696,1776951622833.68
S01,C1,P01,671,cmd,1776951622886.943,1776951622892.439,1776951622893.393,1776951622896.614
S01,C1,P01,672,cmd,1776951622941.929,1776951622944.332,1776951622946.337,1776951622948.006
S01,C1,P01,673,cmd,1776951622997.07,1776951623001.58,1776951623002.358,1776951623004.213
S01,C1,P01,674,cmd,1776951623052.963,1776951623055.632,1776951623056.345,1776951623056.582
S01,C1,P01,675,cmd,1776951623109.065,1776951623115.482,1776951623116.804,1776951623118.908
S01,C1,P01,676,cmd,1776951623163.938,1776951623166.27,1776951623167.08,1776951623168.582
S01,C1,P01,677,cmd,1776951623219.925,1776951623230.555,1776951623232.309,1776951623236.602
S01,C1,P01,678,cmd,1776951623273.951,1776951623279.993,1776951623280.873,1776951623280.943
S01,C1,P01,679,cmd,1776951623331.039,1776951623334.551,1776951623335.724,1776951623335.834
S01,C1,P01,680,cmd,1776951623386.035,1776951623387.875,1776951623389.172,1776951623389.655
S01,C1,P01,681,cmd,1776951623441.021,1776951623443.385,1776951623444.839,1776951623446.46
S01,C1,P01,682,cmd,1776951623496.946,1776951623502.173,1776951623503.262,1776951623507.429
S01,C1,P01,683,cmd,1776951623552.922,1776951623555.122,1776951623556.122,1776951623556.542
S01,C1,P01,684,cmd,1776951623607.978,1776951623610.323,1776951623611.489,1776951623611.599
S01,C1,P01,685,cmd,1776951623663.95,1776951623666.62,1776951623667.442,1776951623667.57
S01,C1,P01,686,cmd,1776951623719.943,1776951623725.18,1776951623726.208,1776951623728.856
S01,C1,P01,687,cmd,1776951623774.924,1776951623776.764,1776951623777.908,1776951623778.544
S01,C1,P01,688,cmd,1776951623830.075,1776951623832.687,1776951623833.618,1776951623833.694
S01,C1,P01,689,cmd,1776951623885.954,1776951623888.792,1776951623889.937,1776951623890.147
S01,C1,P01,690,cmd,1776951623941.922,1776951623948.329,1776951623949.857,1776951623951.476
S01,C1,P01,691,cmd,1776951623997.049,1776951624000.52,1776951624001.193,1776951624004.254
S01,C1,P01,693,cmd,1776951624049.926,1776951624057.964,1776951624059.408,1776951624063.35
S01,C1,P01,694,cmd,1776951624103.979,1776951624108.162,1776951624109.402,1776951624112.216
S01,C1,P01,695,cmd,1776951624158.967,1776951624160.83,1776951624162.42,1776951624162.587
S01,C1,P01,696,cmd,1776951624214.933,1776951624224.803,1776951624225.781,1776951624231.324
S01,C1,P01,697,cmd,1776951624270.042,1776951624271.882,1776951624273.078,1776951624273.662
S01,C1,P01,698,cmd,1776951624326.024,1776951624329.378,1776951624330.574,1776951624332.058
S01,C1,P01,699,cmd,1776951624381.985,1776951624391.498,1776951624392.577,1776951624397.106
S01,C1,P01,700,cmd,1776951624437.073,1776951624441.352,1776951624442.017,1776951624445.457
S01,C1,P01,701,cmd,1776951624493.04,1776951624495.93,1776951624496.798,1776951624497.53
S01,C1,P01,702,cmd,1776951624547.936,1776951624558.7,1776951624560.0,1776951624566.149
S01,C1,P01,703,cmd,1776951624603.946,1776951624610.814,1776951624612.166,1776951624614.86
S01,C1,P01,704,cmd,1776951624658.967,1776951624661.362,1776951624662.484,1776951624662.587
S01,C1,P01,705,cmd,1776951624715.02,1776951624716.86,1776951624717.832,1776951624719.43
S01,C1,P01,706,cmd,1776951624769.996,1776951624773.656,1776951624774.654,1776951624775.554
S01,C1,P01,707,cmd,1776951624825.922,1776951624829.376,1776951624830.273,1776951624830.51
S01,C1,P01,708,cmd,1776951624881.931,1776951624883.771,1776951624884.998,1776951624885.551
S01,C1,P01,709,cmd,1776951624938.014,1776951624941.974,1776951624943.101,1776951624945.65
S01,C1,P01,710,cmd,1776951624992.924,1776951624995.47,1776951624996.339,1776951624996.545
S01,C1,P01,711,cmd,1776951625049.053,1776951625050.941,1776951625052.188,1776951625052.68
S01,C1,P01,712,cmd,1776951625103.952,1776951625106.501,1776951625107.486,1776951625107.572
S01,C1,P01,713,cmd,1776951625158.992,1776951625163.247,1776951625164.66,1776951625166.404
S01,C1,P01,714,cmd,1776951625215.059,1776951625217.428,1776951625218.573,1776951625218.679
S01,C1,P01,715,cmd,1776951625271.043,1776951625272.883,1776951625274.389,1776951625274.663
S01,C1,P01,716,cmd,1776951625326.01,1776951625329.483,1776951625330.632,1776951625331.225
S01,C1,P01,717,cmd,1776951625381.998,1776951625383.966,1776951625385.12,1776951625385.618
S01,C1,P01,718,cmd,1776951625438.027,1776951625440.691,1776951625441.576,1776951625441.647
S01,C1,P01,719,cmd,1776951625493.062,1776951625500.048,1776951625500.961,1776951625502.378
S01,C1,P01,720,cmd,1776951625549.026,1776951625550.866,1776951625551.825,1776951625552.723
S01,C1,P01,721,cmd,1776951625604.069,1776951625609.447,1776951625611.091,1776951625611.266
S01,C1,P01,722,cmd,1776951625660.004,1776951625661.86,1776951625662.894,1776951625664.482
S01,C1,P01,723,cmd,1776951625716.038,1776951625718.963,1776951625719.843,1776951625719.913
S01,C1,P01,724,cmd,1776951625770.948,1776951625775.19,1776951625775.903,1776951625779.223
S01,C1,P01,725,cmd,1776951625825.924,1776951625830.077,1776951625831.078,1776951625832.431
S01,C1,P01,726,cmd,1776951625881.938,1776951625884.608,1776951625885.487,1776951625885.558
S01,C1,P01,727,cmd,1776951625936.983,1776951625939.634,1776951625940.53,1776951625940.603
S01,C1,P01,728,cmd,1776951625992.922,1776951626002.171,1776951626003.776,1776951626006.833
S01,C1,P01,730,cmd,1776951626049.035,1776951626056.1,1776951626057.459,1776951626061.216
S01,C1,P01,731,cmd,1776951626102.924,1776951626112.751,1776951626113.526,1776951626118.778
S01,C1,P01,732,cmd,1776951626158.95,1776951626170.38,1776951626171.662,1776951626176.279
S01,C1,P01,733,cmd,1776951626214.032,1776951626215.872,1776951626217.269,1776951626217.652
S01,C1,P01,734,cmd,1776951626269.941,1776951626274.868,1776951626275.961,1776951626277.152
S01,C1,P01,735,cmd,1776951626324.93,1776951626328.287,1776951626329.281,1776951626333.272
S01,C1,P01,736,cmd,1776951626380.978,1776951626393.124,1776951626393.932,1776951626400.04
S01,C1,P01,737,cmd,1776951626435.94,1776951626441.222,1776951626442.458,1776951626445.305
S01,C1,P01,738,cmd,1776951626492.035,1776951626503.216,1776951626504.32,1776951626509.593
S01,C1,P01,739,cmd,1776951626548.007,1776951626551.38,1776951626552.26,1776951626552.33
S01,C1,P01,740,cmd,1776951626603.051,1776951626611.548,1776951626612.373,1776951626615.852
S01,C1,P01,741,cmd,1776951626658.026,1776951626662.472,1776951626663.188,1776951626667.673
S01,C1,P01,742,cmd,1776951626713.94,1776951626716.499,1776951626717.476,1776951626717.56
S01,C1,P01,743,cmd,1776951626770.044,1776951626779.577,1776951626780.736,1776951626785.536
S01,C1,P01,744,cmd,1776951626825.022,1776951626828.313,1776951626829.478,1776951626830.62
S01,C1,P01,745,cmd,1776951626881.066,1776951626884.754,1776951626885.966,1776951626888.12
S01,C1,P01,746,cmd,1776951626937.078,1776951626939.898,1776951626941.035,1776951626942.232
S01,C1,P01,747,cmd,1776951626991.93,1776951626994.39,1776951626995.455,1776951626995.55
S01,C1,P01,748,cmd,1776951627048.012,1776951627056.618,1776951627058.564,1776951627063.112
S01,C1,P01,749,cmd,1776951627102.986,1776951627107.079,1776951627108.063,1776951627109.858
S01,C1,P01,750,cmd,1776951627158.944,1776951627163.604,1776951627164.508,1776951627165.903
S01,C1,P01,751,cmd,1776951627214.975,1776951627222.814,1776951627223.724,1776951627225.742
S01,C1,P01,752,cmd,1776951627270.046,1776951627272.371,1776951627273.469,1776951627273.666
S01,C1,P01,753,cmd,1776951627324.934,1776951627328.856,1776951627330.254,1776951627332.711
S01,C1,P01,754,cmd,1776951627382.064,1776951627386.328,1776951627387.33,1776951627389.75
S01,C1,P01,755,cmd,1776951627436.98,1776951627439.902,1776951627441.288,1776951627442.785
S01,C1,P01,756,cmd,1776951627492.077,1776951627496.239,1776951627497.345,1776951627500.375
S01,C1,P01,757,cmd,1776951627547.969,1776951627555.092,1776951627556.336,1776951627560.381
S01,C1,P01,758,cmd,1776951627602.954,1776951627604.841,1776951627605.522,1776951627607.797
S01,C1,P01,759,cmd,1776951627659.068,1776951627667.538,1776951627668.562,1776951627674.716
S01,C1,P01,760,cmd,1776951627715.078,1776951627720.429,1776951627721.566,1776951627722.041
S01,C1,P01,761,cmd,1776951627769.98,1776951627773.36,1776951627774.855,1776951627775.322
S01,C1,P01,762,cmd,1776951627825.004,1776951627827.239,1776951627828.693,1776951627830.08
S01,C1,P01,763,cmd,1776951627880.978,1776951627885.258,1776951627886.439,1776951627888.97
S01,C1,P01,764,cmd,1776951627936.986,1776951627939.656,1776951627940.536,1776951627940.606
S01,C1,P01,765,cmd,1776951627991.966,1776951627999.804,1776951628000.632,1776951628003.524
S01,C1,P01,767,cmd,1776951628047.973,1776951628054.4,1776951628055.358,1776951628059.291
S01,C1,P01,768,cmd,1776951628099.928,1776951628107.838,1776951628108.759,1776951628113.552
S01,C1,P01,769,cmd,1776951628155.08,1776951628157.222,1776951628158.191,1776951628158.7
S01,C1,P01,770,cmd,1776951628211.0,1776951628212.84,1776951628213.764,1776951628214.62
S01,C1,P01,771,cmd,1776951628266.984,1776951628269.654,1776951628270.534,1776951628270.604
S01,C1,P01,772,cmd,1776951628321.932,1776951628326.276,1776951628327.213,1776951628330.003
S01,C1,P01,773,cmd,1776951628377.971,1776951628380.219,1776951628381.373,1776951628381.968
S01,C1,P01,774,cmd,1776951628433.97,1776951628436.65,1776951628437.712,1776951628437.966
S01,C1,P01,775,cmd,1776951628490.074,1776951628492.052,1776951628493.486,1776951628493.694
S01,C1,P01,776,cmd,1776951628544.983,1776951628547.653,1776951628548.532,1776951628548.603
S01,C1,P01,777,cmd,1776951628600.959,1776951628604.198,1776951628605.276,1776951628606.495
S01,C1,P01,778,cmd,1776951628655.953,1776951628663.587,1776951628665.69,1776951628668.072
S01,C1,P01,779,cmd,1776951628710.987,1776951628714.348,1776951628715.466,1776951628717.016
S01,C1,P01,780,cmd,1776951628766.993,1776951628769.104,1776951628770.472,1776951628770.613
S01,C1,P01,781,cmd,1776951628822.063,1776951628824.733,1776951628825.612,1776951628825.683
S01,C1,P01,782,cmd,1776951628878.011,1776951628884.499,1776951628885.614,1776951628887.486
S01,C1,P01,783,cmd,1776951628933.982,1776951628935.822,1776951628937.198,1776951628937.602
S01,C1,P01,784,cmd,1776951628989.034,1776951629002.76,1776951629003.814,1776951629011.006
S01,C1,P01,785,cmd,1776951629044.026,1776951629046.084,1776951629047.021,1776951629047.646
S01,C1,P01,786,cmd,1776951629099.976,1776951629106.125,1776951629107.515,1776951629109.764
S01,C1,P01,787,cmd,1776951629155.928,1776951629162.153,1776951629163.63,1776951629165.048
S01,C1,P01,788,cmd,1776951629211.927,1776951629223.291,1776951629224.786,1776951629229.579
S01,C1,P01,789,cmd,1776951629266.935,1776951629278.572,1776951629279.551,1776951629287.645
S01,C1,P01,790,cmd,1776951629322.056,1776951629328.629,1776951629329.922,1776951629334.586
S01,C1,P01,791,cmd,1776951629378.068,1776951629381.469,1776951629382.348,1776951629382.419
S01,C1,P01,792,cmd,1776951629433.968,1776951629439.507,1776951629440.67,1776951629442.222
S01,C1,P01,793,cmd,1776951629489.004,1776951629491.45,1776951629492.527,1776951629492.624
S01,C1,P01,794,cmd,1776951629544.018,1776951629546.052,1776951629547.491,1776951629547.638
S01,C1,P01,795,cmd,1776951629600.035,1776951629602.653,1776951629603.406,1776951629603.655
S01,C1,P01,796,cmd,1776951629656.036,1776951629658.706,1776951629659.586,1776951629659.656
S01,C1,P01,797,cmd,1776951629712.984,1776951629715.654,1776951629716.534,1776951629716.604
S01,C1,P01,798,cmd,1776951629767.051,1776951629774.49,1776951629775.323,1776951629778.58
S01,C1,P01,799,cmd,1776951629822.004,1776951629826.783,1776951629828.114,1776951629830.788
S01,C1,P01,800,cmd,1776951629878.08,1776951629883.014,1776951629883.789,1776951629885.926
S01,C1,P01,801,cmd,1776951629933.928,1776951629936.69,1776951629937.581,1776951629938.858
S01,C1,P01,802,cmd,1776951629989.061,1776951629994.594,1776951629995.984,1776951629997.572
S01,C1,P01,804,cmd,1776951630046.074,1776951630048.944,1776951630050.016,1776951630051.348
S01,C1,P01,805,cmd,1776951630099.057,1776951630104.718,1776951630106.088,1776951630107.384
S01,C1,P01,806,cmd,1776951630155.041,1776951630157.685,1776951630158.588,1776951630158.661
S01,C1,P01,807,cmd,1776951630209.96,1776951630215.615,1776951630216.798,1776951630219.104
S01,C1,P01,808,cmd,1776951630265.99,1776951630274.643,1776951630276.04,1776951630279.934
S01,C1,P01,809,cmd,1776951630320.943,1776951630328.91,1776951630330.046,1776951630334.309
S01,C1,P01,810,cmd,1776951630377.978,1776951630383.064,1776951630383.963,1776951630386.457
S01,C1,P01,811,cmd,1776951630433.07,1776951630434.91,1776951630436.046,1776951630436.69
